age,income,rent_payment,savings,extra_invest,buyer_equivalent_deployment,renter_total_deployment,net_cashflow,investment_balance,net_worth
42,632054.7527981021,286008.7542883038,0.0,-54124.31048364623,231884.44380465755,231884.44380465755,400170.30899344455,1373551.989080883,1373551.989080883
43,657336.9429100263,303426.6874244615,0.0,-70872.61195227492,232554.07547218655,232554.07547218655,424782.86743783974,1371356.9765826524,1371356.9765826524
44,683630.4206264273,303426.6874244615,0.0,-70189.5876513953,233237.09977306618,233237.09977306618,450393.3208533611,1369735.23776039,1369735.23776039
45,710975.6374514845,321905.37268861115,0.0,315788.9133685912,637694.2860572024,637694.2860572024,73281.35139428207,1754010.9130170005,1754010.9130170005
46,739414.6629495439,321905.37268861115,0.0,-87260.96964601267,234644.40304259848,234644.40304259848,504770.2599069454,1754450.489021838,1754450.489021838
47,768991.2494675256,341509.4098853476,0.0,-106140.17599046126,235369.23389488633,235369.23389488633,533622.0155726393,1736032.8374824687,1736032.8374824687
48,799750.8994462267,341509.4098853476,0.0,-105400.84852112766,236108.56136421993,236108.56136421993,563642.3380820067,1717433.6308354647,1717433.6308354647
49,831740.9354240757,362307.33294736524,0.0,-125444.657564425,236862.67538294024,236862.67538294024,594878.2600411355,1677860.654812813,1677860.654812813
50,865010.5728410388,362307.33294736524,0.0,-124675.46126533035,237631.8716820349,237631.8716820349,627378.7011590039,1637078.2262881233,1637078.2262881233
51,899610.9957546804,384371.8495238598,0.0,-145955.39761674832,238416.45190711148,238416.45190711148,661194.5438475689,1572976.7399857813,1572976.7399857813
52,935595.4355848677,384371.8495238598,0.0,-145155.12578717023,239216.72373668957,239216.72373668957,696378.7118481782,1506470.4511979003,1506470.4511979003
53,973019.2530082624,407780.0951598628,0.0,-167747.0941570035,240033.00100285927,240033.00100285927,732986.2520054032,1414046.879600792,1414046.879600792
54,1011940.023128593,407780.0951598628,0.0,-166914.49134551047,240865.6038143523,240865.6038143523,771074.4193142407,1317834.7322353213,1317834.7322353213
55,1052417.6240537367,432613.9029550984,0.0,-190899.0442730232,241714.85868207522,241714.85868207522,810702.7653716614,1192827.424574064,1192827.424574064
56,1094514.3290158862,432613.9029550984,0.0,-190032.80430794583,242581.0986471526,242581.0986471526,851933.2303687336,1062435.9914948216,1062435.9914948216
57,1138294.9021765217,458960.0896450639,0.0,-215495.4262335324,243464.6634115315,243464.6634115315,894830.2387649901,900062.3648360304,900062.3648360304
58,1183826.6982635825,458960.0896450639,0.0,-214594.19017386588,244365.89947119803,244365.89947119803,939460.7987923844,730471.292903966,730471.292903966
59,1231179.766194126,486910.7591044483,0.0,-241625.59885239045,245285.16025205786,245285.16025205786,985894.6059420682,525369.2586967739,525369.2586967739
60,1280426.956841891,486910.7591044483,0.0,104317.66194688663,591228.4210513349,591228.4210513349,689198.5357905559,655955.3835784993,655955.3835784993
61,1331644.0351155666,516563.6243339092,0.0,-467787.279597174,48776.34473673514,48776.34473673516,1282867.6903788312,220965.87316025025,220965.87316025025
62,1384909.7965201894,516563.6243339092,0.0,-466811.7527024393,49751.87163146984,49751.87163146987,1335157.9248887193,-234797.58588417654,-234797.58588417654
63,1440306.188380997,548022.3490558442,0.0,-497275.439991745,50746.909064099236,50746.90906409925,1389559.2793168977,-743812.9051701303,-743812.9051701303
64,1497918.4359162368,548022.3490558442,0.0,-496260.501810463,51761.84724538123,51761.847245381214,1446156.5886708556,-1277264.0522391,-1277264.0522391
65,0.0,581396.9101133451,0.0,0.0,0.0,581396.9101133451,-581396.9101133451,-1922524.1649644002,-1922524.1649644002
66,0.0,581396.9101133451,0.0,0.0,0.0,581396.9101133451,-581396.9101133451,-2600047.2833259655,-2600047.2833259655
67,0.0,616803.9819392478,0.0,0.0,0.0,616803.9819392478,-616803.9819392478,-3346853.6294315117,-3346853.6294315117
68,0.0,616803.9819392478,0.0,0.0,0.0,616803.9819392478,-616803.9819392478,-4131000.292842335,-4131000.292842335
69,0.0,654367.344439348,0.0,0.0,0.0,654367.344439348,-654367.344439348,-4991917.6519238,-4991917.6519238
70,0.0,654367.344439348,0.0,0.0,0.0,654367.344439348,-654367.344439348,-5895880.878959338,-5895880.878959338
71,0.0,694218.3157157043,0.0,0.0,0.0,694218.3157157043,-694218.3157157043,-6884893.238623009,-6884893.238623009
72,0.0,694218.3157157043,0.0,0.0,0.0,694218.3157157043,-694218.3157157043,-7923356.216269864,-7923356.216269864
73,0.0,736496.2111427907,0.0,0.0,0.0,736496.2111427907,-736496.2111427907,-9056020.238226147,-9056020.238226147
74,0.0,736496.2111427907,0.0,0.0,0.0,736496.2111427907,-736496.2111427907,-10245317.461280247,-10245317.461280247
75,0.0,781348.8304013866,0.0,0.0,0.0,781348.8304013866,-781348.8304013866,-11538932.164745647,-11538932.164745647
76,0.0,781348.8304013866,0.0,0.0,0.0,781348.8304013866,-781348.8304013866,-12897227.603384318,-12897227.603384318
77,0.0,828932.9741728309,0.0,0.0,0.0,828932.9741728309,-828932.9741728309,-14371021.957726365,-14371021.957726365
78,0.0,828932.9741728309,0.0,0.0,0.0,828932.9741728309,-828932.9741728309,-15918506.029785514,-15918506.029785514
79,0.0,879414.9922999563,0.0,0.0,0.0,879414.9922999563,-879414.9922999563,-17593846.323574748,-17593846.323574748
80,0.0,879414.9922999563,0.0,0.0,0.0,879414.9922999563,-879414.9922999563,-19352953.632053442,-19352953.632053442
81,0.0,932971.3653310236,0.0,0.0,0.0,932971.3653310236,-932971.3653310236,-21253572.678987138,-21253572.678987138
82,0.0,932971.3653310236,0.0,0.0,0.0,932971.3653310236,-932971.3653310236,-23249222.67826752,-23249222.67826752
83,0.0,989789.3214796828,0.0,0.0,0.0,989789.3214796828,-989789.3214796828,-25401473.133660577,-25401473.133660577
84,0.0,989789.3214796828,0.0,0.0,0.0,989789.3214796828,-989789.3214796828,-27661336.11182329,-27661336.11182329
85,0.0,1050067.4911577955,0.0,0.0,0.0,1050067.4911577955,-1050067.4911577955,-30094470.408572253,-30094470.408572253
